text1,text2,base pred,trained pred,base label,trained label,truth
benefit,regular customer,0.1826,0.0339,False,False,False
medium attachment unit,"sludge from sharpening a sword, etc. on a grindstone",0.04462,-0.02026,False,False,False
forced compliance,forced compliance,0.9995,1.001,True,True,True
armistice,Human Rights Watch,0.1941,0.04123,False,False,False
letter of condolence,letter of condolence,0.9995,0.9995,True,True,True
much,to insist upon someone's resignation,0.0551,-0.06934,False,False,False
woodworking,an amateur as good as a professional,0.319,0.1561,False,False,False
hyperdactyly,turn_off,0.15,-0.1582,False,False,False
unable to hear (the other person's voice),major disaster (that necessitates economic support to its victims),0.09235,-0.006943,False,False,False
shortcut,breeding,0.1323,-0.1136,False,False,False
negate,stock index futures trading,-0.003769,-0.05054,False,False,False
scalper,bowl of rice topped with egg,0.11786,-0.00942,False,False,False
inclined plane,the end justifies the means,0.006474,-0.1056,False,False,False
controlling element,controlling element,1.0,1.001,True,True,True
once a year,winter sky,0.1589,0.0186,False,False,False
reflowering,reflowering,1.0,1.0,True,True,True
"opponent (sports, etc.)",holding one's head high,0.267,-0.00914,False,False,False
fame,popularity,0.444,0.7407,True,True,True
shivering,World-Honored One (honorific name for Gautama Buddha),0.02483,-0.05295,False,False,False
wiring,teaching your grandmother to suck eggs,0.09454,0.1486,False,False,False
nobility,unsullied vote,0.1913,0.0255,False,False,False
to curry favour,to butter up,0.4329,0.6978,True,True,True
"50,000 yen",devotee of virtual YouTuber content,0.05765,0.02946,False,False,False
simple clothes,(stable) litter,0.1395,0.02094,False,False,False
biological membrane,to have difficulty,0.0334,0.02164,False,False,False
large broad bean,dying (to do),0.0445,-0.0845,False,False,False
contract teacher,vocalic,0.1691,0.06067,False,False,False
man who brings the rain with him wherever he goes,to tear off,0.1091,-0.1603,False,False,False
chicken ham,branch office,0.04498,0.01706,False,False,False
to be a connoisseur,to respond better to the carrot than the stick,0.3337,0.2021,False,False,False
dull,anxiously,0.2766,0.07306,False,False,False
tartrate,body of a strangled person,0.0709,0.10834,False,False,False
direct object,scorching,0.1484,0.007996,False,False,False
march_on,down in the dumps,0.1417,-0.07465,False,False,False
eyebrow trimming,ultrasound technician,0.0655,0.03592,False,False,False
defined,to stare at,0.1758,0.02213,False,False,False
proceeding south,marriageable age,0.0165,0.003822,False,False,False
hipped roof,to confuse,0.09503,-0.00452,False,False,False
to create inconvenience,hardware platform,0.0495,-0.06946,False,False,False
identifier,to renew,0.154,0.004787,False,False,False
perhaps,to comply with,0.1688,0.01496,False,False,False
imperial carriage,teardrop (shape),0.02151,-0.1305,False,False,False
steep,Supreme Court,0.1786,0.1137,False,False,False
unworldliness,to feel the effects (of an illness),0.2195,0.1642,False,False,False
"at (place, time)",front,0.2168,0.1714,False,False,False
unity,unity,0.9995,1.0,True,True,True
Don Giovanni (opera by Mozart),housing,0.02574,0.001266,False,False,False
to peel off,to deprive of,0.356,0.552,False,True,True
janken,Buddhist paradise,0.1959,-0.1019,False,False,False
ill-being,Shinto priest,0.1021,-0.02252,False,False,False
Emperor Hirohito,mid-latitudes,0.04697,-0.03473,False,False,False
treatment (esp. hair treatment),independent,0.04694,-0.1688,False,False,False
impracticable,unworkable,0.658,0.78,True,True,True
preparation,sugoroku,0.12317,-0.005928,False,False,False
insomnia,rumble in the ground,0.1433,0.01197,False,False,False
storax (resin),Plymouth Rock (breed of chicken),0.08167,0.1621,False,False,False
school grouping system,lubricating (a machine),0.05896,-0.002811,False,False,False
some prefer nettles,main telephone (phone) number,0.0681,-0.01614,False,False,False
disgraceful,excusable,0.367,-0.02129,False,False,False
gather,buoyancy compensator,-0.0094,-0.05106,False,False,False
original title,"(radio, TV) license fee",0.04105,0.0749,False,False,False
to straighten up,frame-by-frame recording (animation),0.09607,-0.0301,False,False,False
placing (e.g. item on an agenda),comb-over (hairstyle),0.04993,-0.05087,False,False,False
grave,dependable,0.1393,0.09436,False,False,False
final stage,end,0.44,0.634,True,True,True
disarm,development,0.1964,-0.03275,False,False,False
thick sweet sake,citizen identification card,0.00256,-0.09644,False,False,False
instability,golden waxcap mushroom (Hygrocybe chlorophana),0.00728,-0.1318,False,False,False
screen tearing,fund,0.03296,0.01932,False,False,False
single-strand wire,firm (musculature),0.007614,0.04977,False,False,False
stipend,intelligence agency,0.1203,-0.03976,False,False,False
like that,my Buddha,0.1321,0.01223,False,False,False
obliqueness hierarchy,snowplough,0.0668,0.2012,False,False,False
to be honoured (of a bill),live birth,0.1295,0.02458,False,False,False
alert,agave,0.2822,0.2467,False,False,False
to make correspond,to map,0.4724,0.713,True,True,True
word ending,way of ending one's words,0.818,0.684,True,True,True
at right,cofactor,0.1556,-0.01248,False,False,False
side,festival float,0.1569,-0.10016,False,False,False
to sit up all night,Oedipus,0.2252,-0.10864,False,False,False
security check,vulgar,0.10126,-0.2269,False,False,False
opaque,kilojoule,0.10876,-0.1731,False,False,False
weight stone (placed on pickles),"relating to character, structure, nature, etc.",0.002703,-0.1283,False,False,False
rogue,bear market,0.1296,0.02873,False,False,False
woman who is out of one's league,the ranks,0.2008,0.08545,False,False,False
academic advisor (e.g. at a university research lab),rough passage,0.05087,-0.1416,False,False,False
just then,the difference between truth and fiction in art being very subtle,0.05624,-0.0888,False,False,False
customer-orientation,unjust,0.2102,0.0247,False,False,False
to leave in the dark,perusal,0.1766,0.0603,False,False,False
turbulent (troubled) times,virtual assistant,-0.04263,-0.1843,False,False,False
easygoing and indifferent person,February,0.137,-0.1698,False,False,False
tab collar,smooth,0.1688,0.07446,False,False,False
to release a shutter (camera),to release a shutter (camera),1.0,1.0,True,True,True
in private,many books,0.2355,-0.1054,False,False,False
list,list,1.0,0.9995,True,True,True
hem,Zygnematophyceae (class of green algae),-0.00763,-0.04654,False,False,False
"being valid (of a theory, argument, etc.)","being valid (of a theory, argument, etc.)",1.0,1.001,True,True,True
number of batters already out,outside track,0.1434,-0.03238,False,False,False
while it is light,seam down the back (of clothing),0.1659,-0.1405,False,False,False
cogent,to establish a school of,0.07996,-0.1289,False,False,False
permanent employee,permanent employee,1.0,1.0,True,True,True
tax-bearing capacity,winning point,0.02565,0.067,False,False,False
word mainly used in tanka,to rush (to),0.1865,-0.1172,False,False,False
dairy,rest,0.3025,-0.0357,False,False,False
small snow flakes,gun club check (cloth pattern),0.0941,0.0159,False,False,False
powerless,thin layer of snow,0.0804,-0.0469,False,False,False
house,building,0.5146,0.4873,True,True,True
unconnectedness,to be on the verge,0.0868,0.0036,False,False,False
transneptunian object,skyscraper,0.04718,0.01203,False,False,False
content-wise,dusk,0.1791,-0.05197,False,False,False
shipper,to heat,0.1923,-0.06396,False,False,False
common brushtail possum (Trichosurus vulpecula),D (note in the fixed-do system),0.02336,-0.03464,False,False,False
skin graft,skin transplant,0.839,0.8,True,True,True
chemical seasoning,boundary,0.10223,0.01457,False,False,False
to imagine,to trample to death,0.3142,-0.03336,False,False,False
universal,particular,0.3953,-0.1389,False,False,False
machinima,exclusive formula feeding,0.005848,-0.1294,False,False,False
sales on credit,(feeling of) trust,0.0289,0.2329,False,False,False
hey,hey,1.001,0.9995,True,True,True
all-out nuclear war,make,0.1696,-0.06866,False,False,False
remaining a spectator,engineering plastics,-0.05286,-0.12085,False,False,False
comb-over (hairstyle),wrap_up,0.2056,0.423,False,False,False
making an excessive fuss,(actual) screening (as opposed to prescreening),0.1444,0.1904,False,False,False
theory of elementary particles,reciting without samisen accompaniment,0.02385,0.0639,False,False,False
tick mark,film library,0.01211,-0.0756,False,False,False
unmanfully,hemicycle,0.1528,-0.06256,False,False,False
foretelling,caustic potash,0.1857,-0.03076,False,False,False
directive,instructions,0.1908,0.7817,False,True,True
power,disclaim,0.1663,0.02017,False,False,False
follow-on milk,to act stiffly,0.2384,-0.2085,False,False,False
soap opera,market segmentation,0.2408,0.02452,False,False,False
binder,user agent,0.1711,0.1929,False,False,False
small,Buddha,0.1948,-0.04907,False,False,False
conventional,conventional,1.0,1.0,True,True,True
healing music,herbivorous,0.04797,-0.0359,False,False,False
to be about to do ...,tiny,0.1072,-0.1317,False,False,False
tui na (Chinese massage),LU decomposition,-0.00349,-0.034,False,False,False
hanging untidily (of hair),spirit of unity,0.1315,-0.05276,False,False,False
business line,sadistic,0.1412,-0.0824,False,False,False
fourth-class mail,government-owned slave,0.0844,-0.04834,False,False,False
guyot,Parsee,0.26,0.3123,False,False,False
pancreas,calm and self-possessed,0.08484,-0.1117,False,False,False
"Law for Stabilization of Supply, Demand and Prices of Staple Food",key (to solving something),0.1815,-0.05106,False,False,False
pinching,golden-hued realm,0.10785,-0.1609,False,False,False
urinal,Council for Regulatory Reform,0.0828,-0.05276,False,False,False
crookedness,bending,0.4739,0.61,True,True,True
water shortage,urgent message,0.12054,-0.079,False,False,False
unquietly,to inflict,0.1761,0.010704,False,False,False
quiet,accelerando,0.1465,0.02171,False,False,False
reference room,to be kind to,0.101,-0.02478,False,False,False
untrue,morning session,0.05402,-0.05472,False,False,False
to feel dizzy,outblooming even a flower (of a young girl),0.211,-0.01507,False,False,False
to feel sorrow,to split,0.313,0.1675,False,False,False
fresh Japanese sweets (usu. containing red bean paste),fishing weir,0.0341,-0.02553,False,False,False
kanji encoding method,internship system,0.00562,0.3386,False,False,False
replying to an email or online discussion after a long delay,bird of prey,0.02563,0.07776,False,False,False
tracheitis,polite reference to another's consideration,-0.025,-0.04813,False,False,False
administrative punishment,to establish (relations or understanding),0.0075,-0.1112,False,False,False
charge,freight,0.2856,0.6206,False,True,True
Chrysanthemum Festival (the 9th day of the 9th lunar month),affiliated temple,0.1351,-0.177,False,False,False
girl's throw,eucalyptus,0.05255,0.1315,False,False,False
the head,the foremost,0.325,0.6777,False,True,True
lavish,Argiope amoena (species of orb-weaving spider),-0.03912,0.1015,False,False,False
countlessly,to put forth every effort,0.2089,0.1832,False,False,False
reddish brown,rufous,0.2429,0.6357,False,True,True
glancing through,look_into,0.3972,0.703,False,True,True
coprolite,Starbucks,0.12146,0.05283,False,False,False
basicity,non-compulsory,0.2323,0.1235,False,False,False
space agency,wrap advertising,0.1087,0.1761,False,False,False
to contend for,to press into shape,0.2467,0.2524,False,False,False
international ePacket (Japan Post international airmail service for packages weighing less than 2 kg),tea made from or flavored with flower petals,0.0726,-0.1237,False,False,False
Diamond Realm Mandala,inferior talents,0.10675,-0.0771,False,False,False
being prevalent,Bayerische Motoren Werke,0.00828,-0.05576,False,False,False
middle and high school,always,0.1246,0.1997,False,False,False
single,tegmen,0.202,-0.032,False,False,False
stupid,strong general,0.2588,-0.09216,False,False,False
want to ... do something,orogenic belt,0.10175,0.02367,False,False,False
direct delivery,salacious video,0.1226,-0.02199,False,False,False
to recover,font family,0.134,-0.04306,False,False,False
outright,imaginary shield that gives one invincibility or immunity,0.08527,-0.0314,False,False,False
not in the slightest,not in the slightest,1.0,1.0,True,True,True
barely,stay,0.2208,-0.1389,False,False,False
partial eclipse,to hone,0.1232,-0.10284,False,False,False
large country,large country,1.0,0.9995,True,True,True
light,heavy,0.5327,-0.1437,True,False,False
acquaintance,snooze,0.2006,0.0676,False,False,False
three highs,comparison,0.207,-0.1212,False,False,False
complete,germicide,0.1901,-0.02579,False,False,False
hearsay,learning by hearsay,0.7446,0.6904,True,True,True
municipality,darkness,0.2175,0.0363,False,False,False
nursing room,ill-being,0.1255,0.0936,False,False,False
character,characteristics,0.492,0.824,True,True,True
clerk,military affairs,0.1903,0.01424,False,False,False
sexual,"moon, snow and flowers",0.2262,0.07556,False,False,False
mummy's boy,mummy's boy,1.0,1.0,True,True,True
indecent assault,to stand on one's dignity,0.2883,0.03635,False,False,False
lowlands,natural_elevation,0.308,-0.05032,False,False,False
five approaches to meditation,investment expenditure,0.0533,0.0238,False,False,False
meanness,lowliness,0.343,0.7173,False,True,True
pile_up,undependableness,0.2488,0.07214,False,False,False
tiny,hereditary,0.1219,0.0401,False,False,False
stingy,night soil reservoir,0.0394,-0.0747,False,False,False
to crash into,rhombus,0.2141,-0.08594,False,False,False
certainly,mitsuda-e,0.0806,0.02505,False,False,False
peeling,stucco,0.383,0.08856,False,False,False
monospace font,lacrosse,0.0815,0.07104,False,False,False
-inity,-likeness,0.4563,0.5537,True,True,True
